dataset,column,family,data_type,null_count,null_pct,exact_unique_nonnull,min,max,mean,median,std,top1_value,top1_share_of_nonnull,mask_group,fraud_rate_if_null,fraud_rate_if_present,auc_nonnull,treatment,treatment_reason,description,potential_feature_role,v_redundant_with_at_r098
ieee,V26,V,double,76073,12.881938564703493,13,0.0,13.0,0.9880400492159848,1.0,0.2093019360049777,1.0,96.23921456575448,MG11,5.109565811786047,3.260850550181061,0.5069855635767557,1_KEEP_IMPUTE,12.9% null; missingness weakly informative (1.8pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V27,V,double,76073,12.881938564703493,4,0.0,4.0,0.0007755599484515,0.0,0.0285958241556788,0.0,99.92399901257028,MG11,5.109565811786047,3.260850550181061,0.4996071859848782,4_DROP_LOW_INFO,"Near-constant (99.924% one value); only 391 minority rows. Its missingness is captured by the block indicator, not by this column.",Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V28,V,double,76073,12.881938564703493,4,0.0,4.0,0.0008299852079919,0.0,0.0311327319703269,0.0,99.9234158847895,MG11,5.109565811786047,3.260850550181061,0.4996041720666035,4_DROP_LOW_INFO,"Near-constant (99.923% one value); only 394 minority rows. Its missingness is captured by the block indicator, not by this column.",Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V29,V,double,76073,12.881938564703493,6,0.0,5.0,0.3878402307631004,0.0,0.5106512851144533,0.0,62.27940761992509,MG11,5.109565811786047,3.260850550181061,0.347945387502874,1_KEEP_IMPUTE,12.9% null; missingness weakly informative (1.8pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V30,V,double,76073,12.881938564703493,8,0.0,9.0,0.4064361756925128,0.0,0.5543101686646139,0.0,62.0092250814921,MG11,5.109565811786047,3.260850550181061,0.3480448739939601,1_KEEP_IMPUTE,12.9% null; missingness weakly informative (1.8pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V31,V,double,76073,12.881938564703493,8,0.0,7.0,0.140761215005044,0.0,0.355792474280812,0.0,86.11728254679115,MG11,5.109565811786047,3.260850550181061,0.6606034334654717,1_KEEP_IMPUTE,12.9% null; missingness weakly informative (1.8pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V32,V,double,76073,12.881938564703493,15,0.0,15.0,0.1424172979024893,0.0,0.3682773248628505,0.0,86.11203439676403,MG11,5.109565811786047,3.260850550181061,0.6606477851580784,1_KEEP_IMPUTE,12.9% null; missingness weakly informative (1.8pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V31
ieee,V33,V,double,76073,12.881938564703493,7,0.0,7.0,0.1306925419900596,0.0,0.3408999139931868,0.0,87.03551442560942,MG11,5.109565811786047,3.260850550181061,0.672779051264845,1_KEEP_IMPUTE,12.9% null; missingness weakly informative (1.8pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V34,V,double,76073,12.881938564703493,13,0.0,13.0,0.1391537260893313,0.0,0.3575486225651493,0.0,86.30077342181326,MG11,5.109565811786047,3.260850550181061,0.6763856449982538,1_KEEP_IMPUTE,12.9% null; missingness weakly informative (1.8pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V35,V,double,168969,28.612625732380533,4,0.0,3.0,0.5425942486556239,1.0,0.5160094197320527,1.0,52.514760265767805,MG17,3.607762370612361,3.455408460259364,0.3919713897794062,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V36,V,double,168969,28.612625732380533,6,0.0,5.0,0.5791978100960455,1.0,0.5390380765287723,1.0,53.614693610328985,MG17,3.607762370612361,3.455408460259364,0.3954654832254762,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V37,V,double,168969,28.612625732380533,55,0.0,54.0,1.1080648336816337,1.0,0.6905703307091017,1.0,93.75123051633058,MG17,3.607762370612361,3.455408460259364,0.6030428501935571,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V38,V,double,168969,28.612625732380533,55,0.0,54.0,1.1623996906808105,1.0,0.858919084421422,1.0,90.63550386530385,MG17,3.607762370612361,3.455408460259364,0.6274624347008384,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V39,V,double,168969,28.612625732380533,16,0.0,15.0,0.1660764141745992,0.0,0.4519549975987977,0.0,84.91902906034808,MG17,3.607762370612361,3.455408460259364,0.6846755026764932,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V40,V,double,168969,28.612625732380533,18,0.0,24.0,0.17714453793074,0.0,0.5057858827010409,0.0,84.8817874094755,MG17,3.607762370612361,3.455408460259364,0.6871601132637349,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V41,V,double,168969,28.612625732380533,2,0.0,1.0,0.9992693994605892,1.0,0.0270197476350673,1.0,99.92693994605892,MG17,3.607762370612361,3.455408460259364,0.5003072693667149,4_DROP_LOW_INFO,"Near-constant (99.927% one value); only 308 minority rows. Its missingness is captured by the block indicator, not by this column.",Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V42,V,double,168969,28.612625732380533,9,0.0,8.0,0.1561184237056154,0.0,0.3828954331392442,0.0,85.02458660581492,MG17,3.607762370612361,3.455408460259364,0.6790421629804176,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V43,V,double,168969,28.612625732380533,9,0.0,8.0,0.168941886420081,0.0,0.4333583061013432,0.0,84.98236358762819,MG17,3.607762370612361,3.455408460259364,0.6815146933540247,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V44,V,double,168969,28.612625732380533,49,0.0,48.0,1.0838909697298913,1.0,0.6391425681224064,1.0,94.32645983713302,MG17,3.607762370612361,3.455408460259364,0.6224267538401154,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V45,V,double,168969,28.612625732380533,49,0.0,48.0,1.1207791807311225,1.0,0.7297726682806873,1.0,91.80588797616534,MG17,3.607762370612361,3.455408460259364,0.638725574944512,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V46,V,double,168969,28.612625732380533,7,0.0,6.0,1.0222856885317064,1.0,0.1667187522489703,1.0,97.7882729125106,MG17,3.607762370612361,3.455408460259364,0.541228339847124,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V47,V,double,168969,28.612625732380533,9,0.0,12.0,1.0385154576571918,1.0,0.23186186196861,1.0,96.42954567558016,MG17,3.607762370612361,3.455408460259364,0.5657182420548805,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V48,V,double,168969,28.612625732380533,6,0.0,5.0,0.3831738900446188,0.0,0.5081883939416368,0.0,62.69999596746455,MG17,3.607762370612361,3.455408460259364,0.3420599537358625,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V49,V,double,168969,28.612625732380533,6,0.0,5.0,0.3977242267613284,0.0,0.5426530081786229,0.0,62.56621067388412,MG17,3.607762370612361,3.455408460259364,0.3425064994657895,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V50,V,double,168969,28.612625732380533,6,0.0,5.0,0.1647456774778151,0.0,0.3739949831187215,0.0,83.61153874436334,MG17,3.607762370612361,3.455408460259364,0.6841372344227992,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V51,V,double,168969,28.612625732380533,7,0.0,6.0,0.1705786213947354,0.0,0.4038983765462698,0.0,83.8582350303982,MG17,3.607762370612361,3.455408460259364,0.6982078200933007,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V52,V,double,168969,28.612625732380533,9,0.0,12.0,0.1826952043665242,0.0,0.4390011167777279,0.0,83.31621482502354,MG17,3.607762370612361,3.455408460259364,0.7025349496992632,1_KEEP_IMPUTE,28.6% null; missingness weakly informative (0.2pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V53,V,double,77096,13.055169844549058,6,0.0,5.0,0.5775858710979191,1.0,0.5115700190914686,1.0,56.10251556158023,MG12,5.8485524540832206,3.146204844150482,0.4250036418136579,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V54,V,double,77096,13.055169844549058,7,0.0,6.0,0.6199819259744003,1.0,0.5346342380517671,1.0,57.5009153870724,MG12,5.8485524540832206,3.146204844150482,0.4315211490726935,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V55,V,double,77096,13.055169844549058,18,0.0,17.0,1.0676704762349936,1.0,0.3913633488269243,1.0,95.28575657715348,MG12,5.8485524540832206,3.146204844150482,0.5413808088695502,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V56,V,double,77096,13.055169844549058,52,0.0,51.0,1.1209791135936928,1.0,0.6611278587486468,1.0,92.06456789834918,MG12,5.8485524540832206,3.146204844150482,0.5627303546569441,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V57,V,double,77096,13.055169844549058,7,0.0,6.0,0.1283119483332164,0.0,0.3490939867868386,0.0,87.60585380294638,MG12,5.8485524540832206,3.146204844150482,0.6535354409061033,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V58,V,double,77096,13.055169844549058,11,0.0,10.0,0.1324526141117629,0.0,0.372906900957146,0.0,87.56553781911951,MG12,5.8485524540832206,3.146204844150482,0.6553420736379788,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V59,V,double,77096,13.055169844549058,17,0.0,16.0,0.1344333559258653,0.0,0.3792909088729584,0.0,87.37778608767461,MG12,5.8485524540832206,3.146204844150482,0.6467387639918847,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V60,V,double,77096,13.055169844549058,17,0.0,16.0,0.1425374529646855,0.0,0.4182291964031346,0.0,87.32578431143416,MG12,5.8485524540832206,3.146204844150482,0.6490397779538206,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V61,V,double,77096,13.055169844549058,7,0.0,6.0,0.8297847477037418,1.0,0.4366165015778254,1.0,78.71978248845055,MG12,5.8485524540832206,3.146204844150482,0.5507059602030252,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V62,V,double,77096,13.055169844549058,11,0.0,10.0,0.8675629669447885,1.0,0.4838029362254135,1.0,77.61566986857379,MG12,5.8485524540832206,3.146204844150482,0.5675542149730479,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V63,V,double,77096,13.055169844549058,8,0.0,7.0,0.1307425931552418,0.0,0.3552621487505911,0.0,87.44108412991486,MG12,5.8485524540832206,3.146204844150482,0.6446936922696974,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V64,V,double,77096,13.055169844549058,8,0.0,7.0,0.1418246196274569,0.0,0.4061568784125103,0.0,87.38284993105383,MG12,5.8485524540832206,3.146204844150482,0.646796716450033,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V65,V,double,77096,13.055169844549058,2,0.0,1.0,0.999663059652075,1.0,0.0183528422629012,1.0,99.9663059652075,MG12,5.8485524540832206,3.146204844150482,0.5001419852341052,4_DROP_LOW_INFO,"Near-constant (99.966% one value); only 173 minority rows. Its missingness is captured by the block indicator, not by this column.",Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V66,V,double,77096,13.055169844549058,8,0.0,7.0,0.9810378541768916,1.0,0.2162349463832155,1.0,95.5856919157688,MG12,5.8485524540832206,3.146204844150482,0.5185712022203552,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V67,V,double,77096,13.055169844549058,9,0.0,8.0,0.998120535053482,1.0,0.2459113478143672,1.0,94.743925335577,MG12,5.8485524540832206,3.146204844150482,0.5406459242223967,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V68,V,double,77096,13.055169844549058,3,0.0,2.0,0.0005336511868869,0.0,0.0237598088460451,0.0,99.94819298696645,MG12,5.8485524540832206,3.146204844150482,0.4997325504232942,4_DROP_LOW_INFO,"Near-constant (99.948% one value); only 266 minority rows. Its missingness is captured by the block indicator, not by this column.",Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V69,V,double,77096,13.055169844549058,6,0.0,5.0,0.3902002944819688,0.0,0.5136950345897566,0.0,62.15595079502341,MG12,5.8485524540832206,3.146204844150482,0.3490958339128123,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V70,V,double,77096,13.055169844549058,7,0.0,6.0,0.4079237463092372,0.0,0.5544986793133634,0.0,61.895941913821176,MG12,5.8485524540832206,3.146204844150482,0.3482419786432261,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V71,V,double,77096,13.055169844549058,7,0.0,6.0,0.1406385116974782,0.0,0.3643027652388133,0.0,86.44000124648453,MG12,5.8485524540832206,3.146204844150482,0.648787664376777,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V72,V,double,77096,13.055169844549058,11,0.0,10.0,0.1451239083522253,0.0,0.3892115351673727,0.0,86.39910097303698,MG12,5.8485524540832206,3.146204844150482,0.6507061497284578,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V73,V,double,77096,13.055169844549058,8,0.0,7.0,0.1399821596902486,0.0,0.3670976427701628,0.0,86.62794774113632,MG12,5.8485524540832206,3.146204844150482,0.6626830019921295,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V74,V,double,77096,13.055169844549058,9,0.0,8.0,0.1521470695927891,0.0,0.3932737395396283,0.0,85.86681312859825,MG12,5.8485524540832206,3.146204844150482,0.6708028234835458,2_KEEP_MISSING_INDICATOR,13.1% null; fraud rate 5.85% if null vs 3.15% if present (2.7pp gap). Use block-level indicator (MG12).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V75,V,double,89164,15.098723202492634,5,0.0,4.0,0.5442781465407199,1.0,0.5143171059903189,1.0,52.87089928516722,MG14,4.795657440222511,3.26840534848098,0.420168160297051,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V76,V,double,89164,15.098723202492634,7,0.0,6.0,0.5875570430176156,1.0,0.5382299098949512,1.0,54.50859235384223,MG14,4.795657440222511,3.26840534848098,0.4208960140585171,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V77,V,double,89164,15.098723202492634,31,0.0,30.0,1.0868928708195047,1.0,0.5329569997603423,1.0,94.6263881797294,MG14,4.795657440222511,3.26840534848098,0.5820270863384293,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V78,V,double,89164,15.098723202492634,32,0.0,31.0,1.1444624393668623,1.0,0.781473302930745,1.0,91.33165528465662,MG14,4.795657440222511,3.26840534848098,0.5980270557140129,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V79,V,double,89164,15.098723202492634,8,0.0,7.0,0.1368673410773551,0.0,0.3799033980637442,0.0,87.12064398774572,MG14,4.795657440222511,3.26840534848098,0.6751586782177549,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V80,V,double,89164,15.098723202492634,20,0.0,19.0,0.1439538390349757,0.0,0.4099314659538168,0.0,86.7077801889201,MG14,4.795657440222511,3.26840534848098,0.6654120909505559,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V81,V,double,89164,15.098723202492634,20,0.0,19.0,0.1526957812101097,0.0,0.4522973007721254,0.0,86.69202355118713,MG14,4.795657440222511,3.26840534848098,0.6669091611523419,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V82,V,double,89164,15.098723202492634,8,0.0,7.0,0.8446096342864438,1.0,0.4225281875149677,1.0,80.30141051825376,MG14,4.795657440222511,3.26840534848098,0.54960929916453,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V83,V,double,89164,15.098723202492634,8,0.0,7.0,0.8819648327801889,1.0,0.4707562881228225,1.0,79.10610001276487,MG14,4.795657440222511,3.26840534848098,0.56461435405984,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V84,V,double,89164,15.098723202492634,8,0.0,7.0,0.1371445781210109,0.0,0.3618745916281227,0.0,86.8102980597396,MG14,4.795657440222511,3.26840534848098,0.6621339709542455,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V85,V,double,89164,15.098723202492634,8,0.0,7.0,0.1497877840183814,0.0,0.4194445199111545,0.0,86.78177655093184,MG14,4.795657440222511,3.26840534848098,0.6635124376641877,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V86,V,double,89164,15.098723202492634,31,0.0,30.0,1.0648854352821036,1.0,0.4198062517631482,1.0,95.12042858054632,MG14,4.795657440222511,3.26840534848098,0.6045488839428504,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V87,V,double,89164,15.098723202492634,31,0.0,30.0,1.0994562962726575,1.0,0.5112805777913885,1.0,92.48707556803676,MG14,4.795657440222511,3.26840534848098,0.6173235836172893,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V88,V,double,89164,15.098723202492634,2,0.0,1.0,0.9992460748021444,1.0,0.0274473458580522,1.0,99.92460748021443,MG14,4.795657440222511,3.26840534848098,0.5000427271934662,4_DROP_LOW_INFO,"Near-constant (99.925% one value); only 378 minority rows. Its missingness is captured by the block indicator, not by this column.",Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V89,V,double,89164,15.098723202492634,3,0.0,2.0,0.0009015190196579,0.0,0.0319433396726354,0.0,99.91583163135051,MG14,4.795657440222511,3.26840534848098,0.4995649385862359,4_DROP_LOW_INFO,"Near-constant (99.916% one value); only 422 minority rows. Its missingness is captured by the block indicator, not by this column.",Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V90,V,double,89164,15.098723202492634,6,0.0,5.0,0.4018620755680367,0.0,0.5161523745978445,0.0,60.99554027316824,MG14,4.795657440222511,3.26840534848098,0.3428979156534796,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V91,V,double,89164,15.098723202492634,7,0.0,6.0,0.4204608916262445,0.0,0.5618641626178497,0.0,60.85951461577738,MG14,4.795657440222511,3.26840534848098,0.3426383346943104,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V92,V,double,89164,15.098723202492634,8,0.0,7.0,0.1503223129946387,0.0,0.3756815245437878,0.0,85.50449163900944,MG14,4.795657440222511,3.26840534848098,0.6710223806375643,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V93,V,double,89164,15.098723202492634,8,0.0,7.0,0.1548119574929793,0.0,0.4023131541194231,0.0,85.50349438345673,MG14,4.795657440222511,3.26840534848098,0.6721717203110824,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V94,V,double,89164,15.098723202492634,3,0.0,2.0,0.1370069568547357,0.0,0.3438778950688512,0.0,86.3001021189686,MG14,4.795657440222511,3.26840534848098,0.6821899455141407,1_KEEP_IMPUTE,15.1% null; missingness weakly informative (1.5pp).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V95,V,double,314,0.0531716733836827,881,0.0,880.0,1.038019334966606,0.0,21.034285858846435,0.0,86.49940870107383,MG02,5.414012738853503,3.497982128879446,0.5844394497629649,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V96,V,double,314,0.0531716733836827,1410,0.0,1410.0,3.0051895375669657,0.0,40.23945611510368,0.0,62.108073856454986,MG02,5.414012738853503,3.497982128879446,0.5298171390366658,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V97,V,double,314,0.0531716733836827,976,0.0,976.0,1.7189330866481654,0.0,27.70042528896166,0.0,76.95577626197422,MG02,5.414012738853503,3.497982128879446,0.5822642317596155,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V96
ieee,V98,V,double,314,0.0531716733836827,13,0.0,12.0,0.0619847312724278,0.0,0.2849945954070104,0.0,94.64544089890992,MG02,5.414012738853503,3.497982128879446,0.5169317253933933,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V99,V,double,314,0.0531716733836827,89,0.0,88.0,0.8949859884179958,0.0,2.722549853794056,0.0,68.40871123942354,MG02,5.414012738853503,3.497982128879446,0.461827551999215,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V100,V,double,314,0.0531716733836827,29,0.0,28.0,0.2735037087488521,0.0,0.9471749396142416,0.0,84.12421682541941,MG02,5.414012738853503,3.497982128879446,0.5161449114814158,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),
ieee,V101,V,double,314,0.0531716733836827,870,0.0,869.0,0.8892492028477227,0.0,20.58255372219212,0.0,94.23746158251248,MG02,5.414012738853503,3.497982128879446,0.5725275868325246,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V95
ieee,V102,V,double,314,0.0531716733836827,1285,0.0,1285.0,1.8272288919837485,0.0,35.928425160122224,0.0,90.8060641178125,MG02,5.414012738853503,3.497982128879446,0.5897297168210711,1_KEEP_IMPUTE,Negligible sparsity; median impute (or leave NaN for tree models).,Vesta-engineered feature (masked: ranking/counting/entity relations),numeric (count/flag-like),V96
